"Open P&L","Open P&L %","Net profit: All","Net profit %: All","Net profit: Long","Net profit %: Long","Net profit: Short","Net profit %: Short","Gross profit: All","Gross profit %: All","Gross profit: Long","Gross profit %: Long","Gross profit: Short","Gross profit %: Short","Gross loss: All","Gross loss %: All","Gross loss: Long","Gross loss %: Long","Gross loss: Short","Gross loss %: Short","Commission paid: All","Commission paid: Long","Commission paid: Short","Buy & hold return","Buy & hold return %","Max equity run-up","Max equity run-up %","Max equity drawdown","Max equity drawdown %","Max contracts held: All","Max contracts held: Long","Max contracts held: Short","Total trades: All","Total trades: Long","Total trades: Short","Total open trades: All","Total open trades: Long","Total open trades: Short","Winning trades: All","Winning trades: Long","Winning trades: Short","Losing trades: All","Losing trades: Long","Losing trades: Short","Percent profitable: All","Percent profitable: Long","Percent profitable: Short","Avg P&L: All","Avg P&L %: All","Avg P&L: Long","Avg P&L %: Long","Avg P&L: Short","Avg winning trade: All","Avg winning trade %: All","Avg winning trade: Long","Avg winning trade %: Long","Avg winning trade: Short","Avg losing trade: All","Avg losing trade %: All","Avg losing trade: Long","Avg losing trade %: Long","Avg losing trade: Short","Ratio avg win / avg loss: All","Ratio avg win / avg loss: Long","Ratio avg win / avg loss: Short","Largest winning trade: All","Largest winning trade: Long","Largest winning trade: Short","Largest winning trade percent: All","Largest winning trade percent: Long","Largest winning trade percent: Short","Largest losing trade: All","Largest losing trade: Long","Largest losing trade: Short","Largest losing trade percent: All","Largest losing trade percent: Long","Largest losing trade percent: Short","Avg # bars in trades: All","Avg # bars in trades: Long","Avg # bars in trades: Short","Avg # bars in winning trades: All","Avg # bars in winning trades: Long","Avg # bars in winning trades: Short","Avg # bars in losing trades: All","Avg # bars in losing trades: Long","Avg # bars in losing trades: Short","Sharpe ratio","Sortino ratio","Profit factor: All","Profit factor: Long","Profit factor: Short","Margin calls: All","Margin calls: Long","Margin calls: Short","__Equal High/Low scan window (bars)","__Show as line segments (default: dots)","__⚠ (Deprecated) Fixed Stop-Loss % (unused in HYBRID)","__ATR length (for SL / 1R)","__ATR × m for ATR-SL","__Structure margin: k × ATR beyond ref","__Breakeven offset % when 1R reached (fee buffer)","__Fixed EMA length","__Min bars to hold after 1R (avoid same-bar exit)","__Cooldown bars after exit (no re-entry during period)","__Enable RSI-adapted EMA (longs)","__Weak momentum → short EMA","__Mid momentum → mid EMA","__Strong momentum → long EMA","__RSI length","__RSI mid threshold (≥ is mid)","__RSI strong threshold (≥ is strong)","__Enable breakout long","__Breakout window (Donchian high)","__ATR length (breakout buffer)","__Breakout buffer ATR multiple","__Require close above default EMA","__Enable Breakout score filter (allow A/B only)","__Volume MA length","__Volume threshold: current > MA ×","__Body/ATR threshold (≥ scores +1)","__Close above threshold (in ATR)","__Upper wick/ATR penalty threshold (> scores −1)","__Min headroom to last swing high (ATR ×)","__Headroom penalty weight (if too close)","__EMA slope / ATR min (ε) for bonus","__Slope bonus weight (if slope ≥ ε)","__Pivot length for last swing high","__Grade A min (≥)","__Grade B min (≥)","__Hide signals while in position (plotshape)","__Suppress alerts while in position (alert)","__Label EMA used at TP bar","__Entry-bar label: grade + breakdown","__Show BE armed icon (diamond)","__Show BE price label","__Show BE horizontal line (extendable)","__BE line extend bars to right","__Trend: EMA length (trend/anti-trend + slope)","__Bonus after reclaim: break above last confirmed structure high (BOS)","__ATR length (normalize momentum/room)","__Reclaim bar body ≥ ATR × threshold → +1","__Location quality: reference EMA length","__Headroom: if distance to last swing high < ATR × threshold → −1","__Multi-sweep count lookback","__Multi-sweep bonus threshold","__Inputs in status line","_setTime_","_parseTime_","comment"
0,0,13800703.2,1380070.32,13800703.2,1380070.32,2e-7,0,14787054.64,1478705.46,14787054.64,1478705.46,0,0,986351.45,98635.14,986351.45,98635.14,-2e-7,0,238146.66,238146.66,-2e-7,3396.31,339.63,18229718.12,99.99,729342.92,30.89,8989,8989,0,58,58,0,0,0,0,38,38,0,20,20,0,65.52,65.52,"∅",237943.16,8.12,237943.16,8.12,"∅",389133.02,14.32,389133.02,14.32,"∅",49317.57,3.66,49317.57,3.66,"∅",7.89,7.89,"∅",5594315.72,5594315.72,"∅",82.84,82.84,"∅",284800.22,284800.22,"∅",7.2,7.2,"∅",57,57,0,83,83,0,8,8,0,0.49,4.008,14.992,14.992,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,0,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,1.1,1.6,"Changed ""Cooldown bars after exit (no re-entry during period)"": 1 => 0."
0,0,13800703.2,1380070.32,13800703.2,1380070.32,2e-7,0,14787054.64,1478705.46,14787054.64,1478705.46,0,0,986351.45,98635.14,986351.45,98635.14,-2e-7,0,238146.66,238146.66,-2e-7,3397.08,339.71,18229718.12,99.99,729342.92,30.89,8989,8989,0,58,58,0,0,0,0,38,38,0,20,20,0,65.52,65.52,"∅",237943.16,8.12,237943.16,8.12,"∅",389133.02,14.32,389133.02,14.32,"∅",49317.57,3.66,49317.57,3.66,"∅",7.89,7.89,"∅",5594315.72,5594315.72,"∅",82.84,82.84,"∅",284800.22,284800.22,"∅",7.2,7.2,"∅",57,57,0,83,83,0,8,8,0,0.49,4.008,14.992,14.992,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,2.8,190,1,20,1,true,1.1,1.6,"Changed ""Reclaim bar body ≥ ATR × threshold → +1"": 1.6 => 2.8."
0,0,4274236.82,427423.68,4274236.82,427423.68,5e-7,0,4579710.77,457971.08,4579710.77,457971.08,0,0,305473.96,30547.4,305473.96,30547.4,-5e-7,0,73764.2,73764.2,-5e-7,2518.34,251.83,5646442.91,99.99,225922.36,38.25,2785,2785,0,59,59,0,0,0,0,38,38,0,21,21,0,64.41,64.41,"∅",72444.69,7.16,72444.69,7.16,"∅",120518.7,13.35,120518.7,13.35,"∅",14546.38,4.05,14546.38,4.05,"∅",8.285,8.285,"∅",1732903.98,1732903.98,"∅",56.34,56.34,"∅",88059.09,88059.09,"∅",11.89,11.89,"∅",55,55,0,82,82,0,7,7,0,0.483,2.972,14.992,14.992,0,5,5,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,2,true,1,1.5,"Changed ""Multi-sweep bonus threshold"": 1 => 2."
1247239.66,39.63,3145935.62,314593.56,3145935.62,314593.56,0,0,3543068.59,354306.86,3543068.59,354306.86,0,0,397132.97,39713.3,397132.97,39713.3,0,0,38246.7,38246.7,0,3396.81,339.68,5941400.19,99.98,245839.15,31.56,2470,2470,0,46,46,0,1,1,0,28,28,0,18,18,0,60.87,60.87,"∅",68389.9,8.79,68389.9,8.79,"∅",126538.16,17.15,126538.16,17.15,"∅",22062.94,4.21,22062.94,4.21,"∅",5.735,5.735,"∅",1540241.42,1540241.42,"∅",60.94,60.94,"∅",100658.96,100658.96,"∅",7.2,7.2,"∅",92,92,0,144,144,0,11,11,0,0.486,3.922,8.922,8.922,"∅",4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,25,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,1,1.6,"Changed ""RSI length"": 9 => 25."
0,0,2371510.08,237151.01,2371510.08,237151.01,3e-8,0,2593160.95,259316.1,2593160.95,259316.1,0,0,221650.87,22165.09,221650.87,22165.09,-3e-8,0,72333.69,72333.69,-3e-8,2924.12,292.41,3017826.55,99.97,96048.7,41.71,1719,1719,0,78,78,0,0,0,0,46,46,0,32,32,0,58.97,58.97,"∅",30403.98,4.53,30403.98,4.53,"∅",56373.06,10.29,56373.06,10.29,"∅",6926.59,3.74,6926.59,3.74,"∅",8.139,8.139,"∅",1058336.2,1058336.2,"∅",56.34,56.34,"∅",36650.49,36650.49,"∅",8.45,8.45,"∅",43,43,0,67,67,0,9,9,0,0.411,3.073,11.699,11.699,0,8,8,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,0,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,1.5,1.6,"Changed ""Grade B min (≥)"": 1 => 0."
0,0,4045300.43,404530.04,4045300.43,404530.04,5e-7,0,4371286.47,437128.65,4371286.47,437128.65,0,0,325986.04,32598.6,325986.04,32598.6,-5e-7,0,71995.2,71995.2,-5e-7,3396.92,339.69,5343773.45,99.98,213824.37,28.94,2635,2635,0,59,59,0,0,0,0,36,36,0,23,23,0,61.02,61.02,"∅",68564.41,7.05,68564.41,7.05,"∅",121424.62,13.92,121424.62,13.92,"∅",14173.31,3.7,14173.31,3.7,"∅",8.567,8.567,"∅",1640107.93,1640107.93,"∅",82.84,82.84,"∅",96818.51,96818.51,"∅",8.25,8.25,"∅",53,53,0,83,83,0,6,6,0,0.441,3.304,13.409,13.409,0,5,5,0,28,0,4,42,1.9,0.25,0.125,268,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,1.6,1.7,"Changed ""Fixed EMA length"": 134 => 268."
0,0,7036916.16,703691.62,7036916.16,703691.62,-4e-7,0,7832881.61,783288.16,7832881.61,783288.16,0,0,795965.45,79596.54,795965.45,79596.54,4e-7,0,163552.36,163552.36,4e-7,3396.64,339.66,9323501.16,99.99,373038.38,41.65,5012,5012,0,70,70,0,0,0,0,43,43,0,27,27,0,61.43,61.43,"∅",100527.37,6.25,100527.37,6.25,"∅",182160.04,12.65,182160.04,12.65,"∅",29480.2,3.94,29480.2,3.94,"∅",6.179,6.179,"∅",2861335.59,2861335.59,"∅",82.84,82.84,"∅",146097.29,146097.29,"∅",9.01,9.01,"∅",51,51,0,77,77,0,9,9,0,0.467,3.518,9.841,9.841,0,6,6,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,112,true,6,1.6,190,1,20,1,true,1,2.4,"Changed ""Trend: EMA length (trend/anti-trend + slope)"": 80 => 112."
0,0,2741883.46,274188.35,2741883.46,274188.35,5e-7,0,3714290.69,371429.07,3714290.69,371429.07,0,0,972407.23,97240.72,972407.23,97240.72,-5e-7,0,77363.13,77363.13,-5e-7,3396.48,339.65,3789758.99,99.97,454633.84,32.97,2242,2242,0,55,55,0,0,0,0,35,35,0,20,20,0,63.64,63.64,"∅",49852.43,7.13,49852.43,7.13,"∅",106122.59,13.31,106122.59,13.31,"∅",48620.36,3.69,48620.36,3.69,"∅",2.183,2.183,"∅",1681146.97,1681146.97,"∅",82.84,82.84,"∅",370051.12,370051.12,"∅",7.2,7.2,"∅",53,53,0,79,79,0,8,8,0,0.449,3.429,3.82,3.82,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,40,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,1,1.6,"Changed ""Breakout window (Donchian high)"": 21 => 40."
0,0,13688483.43,1368848.34,13688483.43,1368848.34,3e-7,0,14674205.32,1467420.53,14674205.32,1467420.53,0,0,985721.89,98572.19,985721.89,98572.19,-3e-7,0,236702.77,236702.77,-3e-7,3395.72,339.57,18081486.65,99.99,723412.7,30.89,8916,8916,0,58,58,0,0,0,0,38,38,0,20,20,0,65.52,65.52,"∅",236008.34,8.11,236008.34,8.11,"∅",386163.3,14.31,386163.3,14.31,"∅",49286.09,3.66,49286.09,3.66,"∅",7.835,7.835,"∅",5548829.22,5548829.22,"∅",82.84,82.84,"∅",284800.22,284800.22,"∅",7.2,7.2,"∅",57,57,0,83,83,0,8,8,0,0.489,4.006,14.887,14.887,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,3,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,1.2,1.9,"Changed ""Min bars to hold after 1R (avoid same-bar exit)"": 4 => 3."
0,0,13800703.2,1380070.32,13800703.2,1380070.32,2e-7,0,14787054.64,1478705.46,14787054.64,1478705.46,0,0,986351.45,98635.14,986351.45,98635.14,-2e-7,0,238146.66,238146.66,-2e-7,3396.22,339.62,18229718.12,99.99,729342.92,30.89,8989,8989,0,58,58,0,0,0,0,38,38,0,20,20,0,65.52,65.52,"∅",237943.16,8.12,237943.16,8.12,"∅",389133.02,14.32,389133.02,14.32,"∅",49317.57,3.66,49317.57,3.66,"∅",7.89,7.89,"∅",5594315.72,5594315.72,"∅",82.84,82.84,"∅",284800.22,284800.22,"∅",7.2,7.2,"∅",57,57,0,83,83,0,8,8,0,0.49,4.008,14.992,14.992,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,52,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,1,1.8,"Changed ""Weak momentum → short EMA"": 35 => 52."
0,0,9873380.91,987338.09,9873380.91,987338.09,0,0,11363609.22,1136360.92,11363609.22,1136360.92,0,0,1490228.31,149022.83,1490228.31,149022.83,0,0,211373.32,211373.32,0,3397.07,339.71,13042104.76,99.99,738869.61,30.89,6431,6431,0,58,58,0,0,0,0,37,37,0,21,21,0,63.79,63.79,"∅",170230.71,7.93,170230.71,7.93,"∅",307124.57,14.37,307124.57,14.37,"∅",70963.25,3.42,70963.25,3.42,"∅",4.328,4.328,"∅",3629846.23,3629846.23,"∅",82.84,82.84,"∅",598915.32,598915.32,"∅",7.2,7.2,"∅",56,56,0,84,84,0,7,7,0,0.486,3.782,7.625,7.625,0,3,3,0,28,0,4,42,1.9,0.0625,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,1.2,2.1,"Changed ""Structure margin: k × ATR beyond ref"": 0.25 => 0.0625."
0,0,13800703.2,1380070.32,13800703.2,1380070.32,2e-7,0,14787054.64,1478705.46,14787054.64,1478705.46,0,0,986351.45,98635.14,986351.45,98635.14,-2e-7,0,238146.66,238146.66,-2e-7,3397.1,339.71,18229718.12,99.99,729342.92,30.89,8989,8989,0,58,58,0,0,0,0,38,38,0,20,20,0,65.52,65.52,"∅",237943.16,8.12,237943.16,8.12,"∅",389133.02,14.32,389133.02,14.32,"∅",49317.57,3.66,49317.57,3.66,"∅",7.89,7.89,"∅",5594315.72,5594315.72,"∅",82.84,82.84,"∅",284800.22,284800.22,"∅",7.2,7.2,"∅",57,57,0,83,83,0,8,8,0,0.49,4.008,14.992,14.992,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,2,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,1.5,3.3,"Changed ""Grade B min (≥)"": 1 => 2."
0,0,337344.47,33734.45,337344.47,33734.45,-2e-8,0,413281.33,41328.13,413281.33,41328.13,0,0,75936.86,7593.69,75936.86,7593.69,2e-8,0,7667.4,7667.4,2e-8,3397.06,339.71,445921.85,99.78,26838.02,84.2,220,220,0,94,94,0,0,0,0,46,46,0,48,48,0,48.94,48.94,"∅",3588.77,3.27,3588.77,3.27,"∅",8984.38,11.41,8984.38,11.41,"∅",1582.02,4.53,1582.02,4.53,"∅",5.679,5.679,"∅",137143.08,137143.08,"∅",82.84,82.84,"∅",7690.96,7690.96,"∅",8.62,8.62,"∅",42,42,0,70,70,0,16,16,0,0.357,1.631,5.442,5.442,0,10,10,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.4,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,1.5,2.2,"Changed ""Breakout buffer ATR multiple"": 0.8 => 0.4."
0,0,6727557.74,672755.77,6727557.74,672755.77,1e-7,0,7359183.35,735918.34,7359183.35,735918.34,0,0,631625.61,63162.56,631625.61,63162.56,-1e-7,0,123256.1,123256.1,-1e-7,3395.69,339.57,8886776.26,99.99,355566.7,30.73,4382,4382,0,61,61,0,0,0,0,40,40,0,21,21,0,65.57,65.57,"∅",110287.83,7.29,110287.83,7.29,"∅",183979.58,13.11,183979.58,13.11,"∅",30077.41,3.78,30077.41,3.78,"∅",6.117,6.117,"∅",2727321.09,2727321.09,"∅",82.84,82.84,"∅",138897.16,138897.16,"∅",7.2,7.2,"∅",53,53,0,76,76,0,10,10,0,0.461,3.629,11.651,11.651,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.35,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,1.1,2.1,"Changed ""Upper wick/ATR penalty threshold (> scores −1)"": 0.7 => 0.35."
0,0,11106934.22,1110693.42,11106934.22,1110693.42,0.000001,0,11866873.79,1186687.38,11866873.79,1186687.38,0,0,759939.57,75993.96,759939.57,75993.96,-0.000001,0,178826.02,178826.02,-0.000001,3395.48,339.55,14671509.54,99.99,586992.26,36.15,7235,7235,0,57,57,0,0,0,0,38,38,0,19,19,0,66.67,66.67,"∅",194858.5,8.08,194858.5,8.08,"∅",312286.15,14.08,312286.15,14.08,"∅",39996.82,3.92,39996.82,3.92,"∅",7.808,7.808,"∅",4502436.51,4502436.51,"∅",82.84,82.84,"∅",231019.93,231019.93,"∅",7.2,7.2,"∅",58,58,0,83,83,0,9,9,0,0.481,4.123,15.616,15.616,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,37,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,1.1,2,"Changed ""ATR length (breakout buffer)"": 13 => 37."
0,0,13800703.2,1380070.32,13800703.2,1380070.32,2e-7,0,14787054.64,1478705.46,14787054.64,1478705.46,0,0,986351.45,98635.14,986351.45,98635.14,-2e-7,0,238146.66,238146.66,-2e-7,3395.49,339.55,18229718.12,99.99,729342.92,30.89,8989,8989,0,58,58,0,0,0,0,38,38,0,20,20,0,65.52,65.52,"∅",237943.16,8.12,237943.16,8.12,"∅",389133.02,14.32,389133.02,14.32,"∅",49317.57,3.66,49317.57,3.66,"∅",7.89,7.89,"∅",5594315.72,5594315.72,"∅",82.84,82.84,"∅",284800.22,284800.22,"∅",7.2,7.2,"∅",57,57,0,83,83,0,8,8,0,0.49,4.008,14.992,14.992,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,57,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,1,1.9,"Changed ""Weak momentum → short EMA"": 35 => 57."
0,0,13800703.2,1380070.32,13800703.2,1380070.32,2e-7,0,14787054.64,1478705.46,14787054.64,1478705.46,0,0,986351.45,98635.14,986351.45,98635.14,-2e-7,0,238146.66,238146.66,-2e-7,3395.18,339.52,18229718.12,99.99,729342.92,30.89,8989,8989,0,58,58,0,0,0,0,38,38,0,20,20,0,65.52,65.52,"∅",237943.16,8.12,237943.16,8.12,"∅",389133.02,14.32,389133.02,14.32,"∅",49317.57,3.66,49317.57,3.66,"∅",7.89,7.89,"∅",5594315.72,5594315.72,"∅",82.84,82.84,"∅",284800.22,284800.22,"∅",7.2,7.2,"∅",57,57,0,83,83,0,8,8,0,0.49,4.008,14.992,14.992,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,2,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,1.5,1.9,"Changed ""Pivot length for last swing high"": 5 => 2."
0,0,11106934.22,1110693.42,11106934.22,1110693.42,0.000001,0,11866873.79,1186687.38,11866873.79,1186687.38,0,0,759939.57,75993.96,759939.57,75993.96,-0.000001,0,178826.02,178826.02,-0.000001,3395.19,339.52,14671509.54,99.99,586992.26,36.15,7235,7235,0,57,57,0,0,0,0,38,38,0,19,19,0,66.67,66.67,"∅",194858.5,8.08,194858.5,8.08,"∅",312286.15,14.08,312286.15,14.08,"∅",39996.82,3.92,39996.82,3.92,"∅",7.808,7.808,"∅",4502436.51,4502436.51,"∅",82.84,82.84,"∅",231019.93,231019.93,"∅",7.2,7.2,"∅",58,58,0,83,83,0,9,9,0,0.481,4.123,15.616,15.616,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,45,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,1.5,1.9,"Changed ""ATR length (breakout buffer)"": 13 => 45."
0,0,2371510.08,237151.01,2371510.08,237151.01,3e-8,0,2593160.95,259316.1,2593160.95,259316.1,0,0,221650.87,22165.09,221650.87,22165.09,-3e-8,0,72333.69,72333.69,-3e-8,2922.01,292.2,3017826.55,99.97,96048.7,41.71,1719,1719,0,78,78,0,0,0,0,46,46,0,32,32,0,58.97,58.97,"∅",30403.98,4.53,30403.98,4.53,"∅",56373.06,10.29,56373.06,10.29,"∅",6926.59,3.74,6926.59,3.74,"∅",8.139,8.139,"∅",1058336.2,1058336.2,"∅",56.34,56.34,"∅",36650.49,36650.49,"∅",8.45,8.45,"∅",43,43,0,67,67,0,9,9,0,0.411,3.073,11.699,11.699,0,8,8,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,0,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,1.7,1.8,"Changed ""Grade A min (≥)"": 1 => 0."
0,0,9873380.91,987338.09,9873380.91,987338.09,0,0,11363609.22,1136360.92,11363609.22,1136360.92,0,0,1490228.31,149022.83,1490228.31,149022.83,0,0,211373.32,211373.32,0,3394.84,339.48,13042104.76,99.99,738869.61,30.89,6431,6431,0,58,58,0,0,0,0,37,37,0,21,21,0,63.79,63.79,"∅",170230.71,7.93,170230.71,7.93,"∅",307124.57,14.37,307124.57,14.37,"∅",70963.25,3.42,70963.25,3.42,"∅",4.328,4.328,"∅",3629846.23,3629846.23,"∅",82.84,82.84,"∅",598915.32,598915.32,"∅",7.2,7.2,"∅",56,56,0,84,84,0,7,7,0,0.486,3.782,7.625,7.625,0,3,3,0,28,0,4,42,1.9,0.0625,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,1.5,1.5,"Changed ""Structure margin: k × ATR beyond ref"": 0.25 => 0.0625."
0,0,13466295.11,1346629.51,13466295.11,1346629.51,0.000001,0,14455823.3,1445582.33,14455823.3,1445582.33,0,0,989528.19,98952.82,989528.19,98952.82,-0.000001,0,233202.44,233202.44,-0.000001,3395.75,339.58,17821310.66,99.99,713004.03,31.28,8788,8788,0,58,58,0,0,0,0,26,26,0,32,32,0,44.83,44.83,"∅",232177.5,8.1,232177.5,8.1,"∅",555993.2,20.91,555993.2,20.91,"∅",30922.76,2.31,30922.76,2.31,"∅",17.98,17.98,"∅",5468991.12,5468991.12,"∅",82.84,82.84,"∅",278939.5,278939.5,"∅",7.2,7.2,"∅",57,57,0,111,111,0,13,13,0,0.489,3.986,14.609,14.609,0,4,4,0,28,0,4,42,1.9,0.25,0.0625,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,1.1,1.6,"Changed ""Breakeven offset % when 1R reached (fee buffer)"": 0.125 => 0.0625."
0,0,13800703.2,1380070.32,13800703.2,1380070.32,2e-7,0,14787054.64,1478705.46,14787054.64,1478705.46,0,0,986351.45,98635.14,986351.45,98635.14,-2e-7,0,238146.66,238146.66,-2e-7,3395.75,339.58,18229718.12,99.99,729342.92,30.89,8989,8989,0,58,58,0,0,0,0,38,38,0,20,20,0,65.52,65.52,"∅",237943.16,8.12,237943.16,8.12,"∅",389133.02,14.32,389133.02,14.32,"∅",49317.57,3.66,49317.57,3.66,"∅",7.89,7.89,"∅",5594315.72,5594315.72,"∅",82.84,82.84,"∅",284800.22,284800.22,"∅",7.2,7.2,"∅",57,57,0,83,83,0,8,8,0,0.49,4.008,14.992,14.992,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.15,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,1.1,1.7,"Changed ""Close above threshold (in ATR)"": 0.3 => 0.15."
0,0,5323783.97,532378.4,5323783.97,532378.4,-3e-7,0,5849566.33,584956.63,5849566.33,584956.63,0,0,525782.35,52578.24,525782.35,52578.24,3e-7,0,107888.59,107888.59,3e-7,3395.18,339.52,7866547.22,99.99,343588.68,30.92,3509,3509,0,58,58,0,0,0,0,36,36,0,22,22,0,62.07,62.07,"∅",91789.38,7.16,91789.38,7.16,"∅",162487.95,13.95,162487.95,13.95,"∅",23899.2,3.95,23899.2,3.95,"∅",6.799,6.799,"∅",2225227.94,2225227.94,"∅",75.78,75.78,"∅",139708.22,139708.22,"∅",7.2,7.2,"∅",64,64,0,98,98,0,9,9,0,0.481,3.82,11.125,11.125,0,6,6,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,125,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,1.1,2,"Changed ""Mid momentum → mid EMA"": 81 => 125."
